datetime,src_ip,user,url,action,status,bytes
2026-01-29T10:00:57Z,10.0.4.90,user8@example.com,http://files.example.com/settings,Allowed,200,256
2026-01-29T10:00:58Z,10.0.4.46,user9@example.com,http://files.example.com/api/v1/items,Allowed,200,8192
2026-01-29T10:00:59Z,10.0.5.187,user10@example.com,http://cdn.example.com/settings,Blocked,404,1024
2026-01-29T10:01:00Z,10.0.4.12,user11@example.com,http://auth.example.com/login,Blocked,403,8192
2026-01-29T10:01:01Z,10.0.1.243,user12@example.com,http://cdn.example.com/download,Blocked,401,2048
2026-01-29T10:01:02Z,10.0.6.84,user13@example.com,http://auth.example.com/api/v1/items,Allowed,200,8192
2026-01-29T10:01:03Z,10.0.6.174,user14@example.com,http://api.example.com/api/v1/items,Blocked,502,128
2026-01-29T10:01:04Z,10.0.4.74,user15@example.com,http://api.example.com/settings,Blocked,500,16384
2026-01-29T10:01:05Z,10.0.7.173,user16@example.com,http://api.example.com/billing,Allowed,200,2048
2026-01-29T10:01:06Z,10.0.8.170,user17@example.com,http://files.example.com/download,Allowed,200,2048
2026-01-29T10:01:07Z,10.0.3.207,user18@example.com,http://api.example.com/admin,Allowed,200,1024
2026-01-29T10:01:08Z,10.0.7.157,user19@example.com,http://example.com/billing,Allowed,200,8192
2026-01-29T10:01:09Z,10.0.7.103,user20@example.com,http://api.example.com/admin,Allowed,200,8192
2026-01-29T10:01:10Z,10.0.3.46,user21@example.com,http://files.example.com/billing,Blocked,502,1024
2026-01-29T10:01:11Z,10.0.1.117,user22@example.com,http://api.example.com/billing,Blocked,500,8192
2026-01-29T10:01:12Z,10.0.8.115,user23@example.com,http://api.example.com/billing,Blocked,401,1024
2026-01-29T10:01:13Z,10.0.4.197,user24@example.com,http://files.example.com/billing,Blocked,401,16384
2026-01-29T10:01:14Z,10.0.1.183,user25@example.com,http://cdn.example.com/report,Blocked,403,4096
2026-01-29T10:01:15Z,10.0.8.21,user26@example.com,http://api.example.com/admin,Blocked,404,512
2026-01-29T10:01:16Z,10.0.3.17,user27@example.com,http://auth.example.com/settings,Blocked,502,16384
2026-01-29T10:01:17Z,10.0.6.16,user28@example.com,http://api.example.com/settings,Allowed,200,8192
2026-01-29T10:01:18Z,10.0.7.2,user29@example.com,http://cdn.example.com/api/v1/items,Blocked,404,1024
2026-01-29T10:01:19Z,10.0.7.57,user30@example.com,http://cdn.example.com/settings,Allowed,200,8192
2026-01-29T10:01:20Z,10.0.5.172,user31@example.com,http://auth.example.com/admin,Allowed,200,128
2026-01-29T10:01:21Z,10.0.6.152,user32@example.com,http://files.example.com/login,Blocked,404,512
2026-01-29T10:01:22Z,10.0.7.47,user33@example.com,http://example.com/api/v1/items,Blocked,403,1024
2026-01-29T10:01:23Z,10.0.7.84,user34@example.com,http://cdn.example.com/settings,Blocked,404,2048
2026-01-29T10:01:24Z,10.0.1.121,user35@example.com,http://example.com/login,Allowed,200,256
2026-01-29T10:01:25Z,10.0.0.194,user36@example.com,http://example.com/report,Allowed,200,512
2026-01-29T10:01:26Z,10.0.3.33,user37@example.com,http://auth.example.com/home,Blocked,500,2048
2026-01-29T10:01:27Z,10.0.5.43,user38@example.com,http://files.example.com/home,Blocked,401,256
2026-01-29T10:01:28Z,10.0.9.7,user39@example.com,http://cdn.example.com/settings,Allowed,200,256
2026-01-29T10:01:29Z,10.0.9.177,user40@example.com,http://api.example.com/home,Allowed,200,128
2026-01-29T10:01:30Z,10.0.5.137,user41@example.com,http://auth.example.com/download,Blocked,502,4096
2026-01-29T10:01:31Z,10.0.0.218,user42@example.com,http://auth.example.com/billing,Blocked,404,4096
2026-01-29T10:01:32Z,10.0.7.182,user43@example.com,http://api.example.com/settings,Blocked,502,2048
2026-01-29T10:01:33Z,10.0.9.207,user44@example.com,http://files.example.com/billing,Blocked,404,2048
2026-01-29T10:01:34Z,10.0.5.219,user45@example.com,http://api.example.com/home,Blocked,500,1024
2026-01-29T10:01:35Z,10.0.7.146,user46@example.com,http://files.example.com/settings,Allowed,200,16384
2026-01-29T10:01:36Z,10.0.5.47,user47@example.com,http://auth.example.com/report,Blocked,401,4096
2026-01-29T10:01:37Z,10.0.4.226,user48@example.com,http://files.example.com/api/v1/items,Blocked,502,1024
2026-01-29T10:01:38Z,10.0.1.62,user49@example.com,http://auth.example.com/billing,Blocked,500,16384
2026-01-29T10:01:39Z,10.0.7.203,user50@example.com,http://example.com/home,Allowed,200,8192
2026-01-29T10:01:40Z,10.0.3.79,user1@example.com,http://files.example.com/download,Blocked,502,4096
2026-01-29T10:01:41Z,10.0.6.191,user2@example.com,http://files.example.com/download,Blocked,500,2048
2026-01-29T10:01:42Z,10.0.4.65,user3@example.com,http://api.example.com/home,Blocked,403,256
2026-01-29T10:01:43Z,10.0.8.244,user4@example.com,http://api.example.com/report,Blocked,500,2048
2026-01-29T10:01:44Z,10.0.9.251,user5@example.com,http://files.example.com/api/v1/items,Allowed,200,2048
2026-01-29T10:01:45Z,10.0.3.93,user6@example.com,http://api.example.com/api/v1/items,Blocked,502,512
2026-01-29T10:01:46Z,10.0.4.12,user7@example.com,http://example.com/api/v1/items,Blocked,500,256
2026-01-29T10:01:47Z,10.0.0.147,user8@example.com,http://cdn.example.com/billing,Blocked,500,4096
2026-01-29T10:01:48Z,10.0.2.248,user9@example.com,http://example.com/api/v1/items,Allowed,200,256
2026-01-29T10:01:49Z,10.0.6.126,user10@example.com,http://example.com/login,Allowed,200,2048
2026-01-29T10:01:50Z,10.0.1.64,user11@example.com,http://example.com/settings,Blocked,502,8192
2026-01-29T10:01:51Z,10.0.7.233,user12@example.com,http://auth.example.com/api/v1/items,Blocked,401,128
2026-01-29T10:01:52Z,10.0.9.246,user13@example.com,http://example.com/report,Blocked,401,256
2026-01-29T10:01:53Z,10.0.2.62,user14@example.com,http://api.example.com/home,Allowed,200,8192
2026-01-29T10:01:54Z,10.0.7.177,user15@example.com,http://files.example.com/billing,Allowed,200,1024
2026-01-29T10:01:55Z,10.0.4.181,user16@example.com,http://cdn.example.com/billing,Allowed,200,2048
2026-01-29T10:01:56Z,10.0.9.170,user17@example.com,http://api.example.com/settings,Blocked,502,1024
2026-01-29T10:01:57Z,10.0.2.233,user18@example.com,http://cdn.example.com/admin,Allowed,200,512
2026-01-29T10:01:58Z,10.0.4.153,user19@example.com,http://files.example.com/api/v1/items,Allowed,200,16384
2026-01-29T10:01:59Z,10.0.4.180,user20@example.com,http://auth.example.com/api/v1/items,Blocked,500,256
2026-01-29T10:02:00Z,10.0.9.11,user21@example.com,http://auth.example.com/download,Allowed,200,256
2026-01-29T10:02:01Z,10.0.3.247,user22@example.com,http://files.example.com/login,Allowed,200,512
2026-01-29T10:02:02Z,10.0.7.133,user23@example.com,http://auth.example.com/api/v1/items,Blocked,404,16384
2026-01-29T10:02:03Z,10.0.1.121,user24@example.com,http://cdn.example.com/settings,Blocked,403,256
2026-01-29T10:02:04Z,10.0.2.85,user25@example.com,http://auth.example.com/billing,Blocked,404,128
2026-01-29T10:02:05Z,10.0.7.23,user26@example.com,http://cdn.example.com/api/v1/items,Allowed,200,8192
2026-01-29T10:02:06Z,10.0.8.212,user27@example.com,http://example.com/billing,Allowed,200,1024
2026-01-29T10:02:07Z,10.0.8.93,user28@example.com,http://files.example.com/billing,Allowed,200,1024
2026-01-29T10:02:08Z,10.0.4.141,user29@example.com,http://api.example.com/api/v1/items,Blocked,500,256
2026-01-29T10:02:09Z,10.0.0.250,user30@example.com,http://files.example.com/report,Blocked,401,128
2026-01-29T10:02:10Z,10.0.8.105,user31@example.com,http://example.com/report,Blocked,500,256
2026-01-29T10:02:11Z,10.0.2.128,user32@example.com,http://cdn.example.com/api/v1/items,Blocked,500,16384
2026-01-29T10:02:12Z,10.0.3.117,user33@example.com,http://files.example.com/admin,Allowed,200,512
2026-01-29T10:02:13Z,10.0.1.71,user34@example.com,http://auth.example.com/download,Allowed,200,2048
2026-01-29T10:02:14Z,10.0.4.215,user35@example.com,http://files.example.com/billing,Blocked,500,16384
2026-01-29T10:02:15Z,10.0.5.86,user36@example.com,http://files.example.com/settings,Blocked,403,1024
2026-01-29T10:02:16Z,10.0.3.147,user37@example.com,http://auth.example.com/report,Allowed,200,4096
2026-01-29T10:02:17Z,10.0.7.181,user38@example.com,http://auth.example.com/settings,Blocked,500,128
2026-01-29T10:02:18Z,10.0.2.129,user39@example.com,http://files.example.com/download,Blocked,500,256
2026-01-29T10:02:19Z,10.0.8.234,user40@example.com,http://auth.example.com/login,Blocked,404,512
2026-01-29T10:02:20Z,10.0.1.121,user41@example.com,http://cdn.example.com/download,Allowed,200,4096
2026-01-29T10:02:21Z,10.0.8.98,user42@example.com,http://cdn.example.com/billing,Allowed,200,1024
2026-01-29T10:02:22Z,10.0.4.59,user43@example.com,http://example.com/settings,Allowed,200,16384
2026-01-29T10:02:23Z,10.0.2.178,user44@example.com,http://cdn.example.com/login,Blocked,403,128
2026-01-29T10:02:24Z,10.0.4.92,user45@example.com,http://cdn.example.com/settings,Allowed,200,8192
2026-01-29T10:02:25Z,10.0.9.175,user46@example.com,http://api.example.com/admin,Allowed,200,8192
2026-01-29T10:02:26Z,10.0.9.175,user47@example.com,http://api.example.com/billing,Allowed,200,16384
2026-01-29T10:02:27Z,10.0.4.118,user48@example.com,http://cdn.example.com/login,Blocked,401,512
2026-01-29T10:02:28Z,10.0.1.114,user49@example.com,http://cdn.example.com/api/v1/items,Blocked,401,16384
2026-01-29T10:02:29Z,10.0.4.51,user50@example.com,http://auth.example.com/billing,Allowed,200,8192
2026-01-29T10:02:30Z,10.0.9.92,user1@example.com,http://files.example.com/api/v1/items,Allowed,200,8192
2026-01-29T10:02:31Z,10.0.4.3,user2@example.com,http://files.example.com/login,Blocked,401,1024
2026-01-29T10:02:32Z,10.0.9.206,user3@example.com,http://cdn.example.com/report,Blocked,401,512
2026-01-29T10:02:33Z,10.0.1.232,user4@example.com,http://example.com/api/v1/items,Allowed,200,4096
2026-01-29T10:02:34Z,10.0.2.24,user5@example.com,http://cdn.example.com/download,Allowed,200,1024
2026-01-29T10:02:35Z,10.0.2.202,user6@example.com,http://files.example.com/download,Allowed,200,2048
2026-01-29T10:02:36Z,10.0.7.248,user7@example.com,http://cdn.example.com/download,Blocked,500,256
2026-01-29T10:02:37Z,10.0.2.194,user8@example.com,http://api.example.com/settings,Allowed,200,8192
2026-01-29T10:02:38Z,10.0.0.68,user9@example.com,http://files.example.com/home,Blocked,403,2048
2026-01-29T10:02:39Z,10.0.9.98,user10@example.com,http://cdn.example.com/home,Blocked,500,128
2026-01-29T10:02:40Z,10.0.9.227,user11@example.com,http://files.example.com/download,Allowed,200,16384
2026-01-29T10:02:41Z,10.0.4.167,user12@example.com,http://auth.example.com/home,Allowed,200,128
2026-01-29T10:02:42Z,10.0.4.127,user13@example.com,http://example.com/home,Blocked,502,512
2026-01-29T10:02:43Z,10.0.6.117,user14@example.com,http://cdn.example.com/settings,Blocked,404,256
2026-01-29T10:02:44Z,10.0.7.158,user15@example.com,http://auth.example.com/api/v1/items,Blocked,403,1024
2026-01-29T10:02:45Z,10.0.7.114,user16@example.com,http://api.example.com/download,Blocked,403,4096
2026-01-29T10:02:46Z,10.0.0.102,user17@example.com,http://cdn.example.com/report,Blocked,500,256
2026-01-29T10:02:47Z,10.0.3.165,user18@example.com,http://files.example.com/login,Blocked,403,1024
2026-01-29T10:02:48Z,10.0.2.202,user19@example.com,http://files.example.com/report,Blocked,502,1024
2026-01-29T10:02:49Z,10.0.9.56,user20@example.com,http://api.example.com/download,Allowed,200,2048
2026-01-29T10:02:50Z,10.0.2.253,user21@example.com,http://api.example.com/api/v1/items,Allowed,200,128
2026-01-29T10:02:51Z,10.0.2.4,user22@example.com,http://cdn.example.com/report,Allowed,200,512
2026-01-29T10:02:52Z,10.0.4.14,user23@example.com,http://api.example.com/settings,Allowed,200,16384
2026-01-29T10:02:53Z,10.0.7.200,user24@example.com,http://cdn.example.com/home,Blocked,502,1024
2026-01-29T10:02:54Z,10.0.9.12,user25@example.com,http://files.example.com/api/v1/items,Allowed,200,128
2026-01-29T10:02:55Z,10.0.7.217,user26@example.com,http://auth.example.com/settings,Blocked,500,16384
2026-01-29T10:02:56Z,10.0.1.231,user27@example.com,http://example.com/download,Allowed,200,512
2026-01-29T10:02:57Z,10.0.4.160,user28@example.com,http://files.example.com/download,Blocked,502,2048
2026-01-29T10:02:58Z,10.0.7.130,user29@example.com,http://files.example.com/settings,Allowed,200,1024
2026-01-29T10:02:59Z,10.0.6.116,user30@example.com,http://api.example.com/settings,Blocked,500,8192
2026-01-29T10:03:00Z,10.0.6.187,user31@example.com,http://example.com/download,Blocked,403,2048
2026-01-29T10:03:01Z,10.0.5.245,user32@example.com,http://api.example.com/billing,Allowed,200,256
2026-01-29T10:03:02Z,10.0.1.111,user33@example.com,http://example.com/download,Blocked,502,128
2026-01-29T10:03:03Z,10.0.9.245,user34@example.com,http://files.example.com/download,Blocked,404,4096
2026-01-29T10:03:04Z,10.0.6.223,user35@example.com,http://example.com/api/v1/items,Blocked,403,256
2026-01-29T10:03:05Z,10.0.9.130,user36@example.com,http://api.example.com/admin,Allowed,200,256
2026-01-29T10:03:06Z,10.0.5.217,user37@example.com,http://files.example.com/download,Blocked,401,1024
2026-01-29T10:03:07Z,10.0.6.217,user38@example.com,http://files.example.com/login,Allowed,200,512
2026-01-29T10:03:08Z,10.0.4.180,user39@example.com,http://cdn.example.com/download,Allowed,200,512
2026-01-29T10:03:09Z,10.0.2.145,user40@example.com,http://auth.example.com/home,Allowed,200,256
2026-01-29T10:03:10Z,10.0.8.56,user41@example.com,http://auth.example.com/settings,Blocked,403,512
2026-01-29T10:03:11Z,10.0.5.80,user42@example.com,http://cdn.example.com/home,Allowed,200,512
2026-01-29T10:03:12Z,10.0.9.13,user43@example.com,http://example.com/api/v1/items,Blocked,404,16384
2026-01-29T10:03:13Z,10.0.9.114,user44@example.com,http://auth.example.com/api/v1/items,Blocked,502,256
2026-01-29T10:03:14Z,10.0.5.111,user45@example.com,http://example.com/api/v1/items,Blocked,502,2048
2026-01-29T10:03:15Z,10.0.0.57,user46@example.com,http://auth.example.com/login,Allowed,200,2048
2026-01-29T10:03:16Z,10.0.3.197,user47@example.com,http://api.example.com/api/v1/items,Blocked,403,256
2026-01-29T10:03:17Z,10.0.0.128,user48@example.com,http://auth.example.com/admin,Blocked,404,1024
2026-01-29T10:03:18Z,10.0.8.144,user49@example.com,http://cdn.example.com/home,Allowed,200,8192
2026-01-29T10:03:19Z,10.0.0.118,user50@example.com,http://example.com/download,Blocked,404,8192
2026-01-29T10:03:20Z,10.0.4.30,user1@example.com,http://auth.example.com/login,Allowed,200,16384
2026-01-29T10:03:21Z,10.0.5.23,user2@example.com,http://auth.example.com/home,Blocked,404,8192
2026-01-29T10:03:22Z,10.0.8.21,user3@example.com,http://auth.example.com/api/v1/items,Allowed,200,4096
2026-01-29T10:03:23Z,10.0.2.20,user4@example.com,http://files.example.com/home,Blocked,403,4096
2026-01-29T10:03:24Z,10.0.2.61,user5@example.com,http://example.com/admin,Allowed,200,512
2026-01-29T10:03:25Z,10.0.9.40,user6@example.com,http://example.com/admin,Blocked,500,16384
2026-01-29T10:03:26Z,10.0.9.165,user7@example.com,http://files.example.com/download,Allowed,200,16384
2026-01-29T10:03:27Z,10.0.1.121,user8@example.com,http://auth.example.com/api/v1/items,Allowed,200,4096
2026-01-29T10:03:28Z,10.0.8.19,user9@example.com,http://cdn.example.com/billing,Allowed,200,128
2026-01-29T10:03:29Z,10.0.5.213,user10@example.com,http://cdn.example.com/home,Blocked,502,8192
2026-01-29T10:03:30Z,10.0.7.149,user11@example.com,http://files.example.com/login,Allowed,200,4096
2026-01-29T10:03:31Z,10.0.9.122,user12@example.com,http://files.example.com/admin,Blocked,500,256
2026-01-29T10:03:32Z,10.0.5.252,user13@example.com,http://example.com/admin,Allowed,200,16384
2026-01-29T10:03:33Z,10.0.7.135,user14@example.com,http://files.example.com/admin,Blocked,403,2048
2026-01-29T10:03:34Z,10.0.6.105,user15@example.com,http://cdn.example.com/login,Allowed,200,4096
2026-01-29T10:03:35Z,10.0.1.143,user16@example.com,http://auth.example.com/api/v1/items,Allowed,200,4096
2026-01-29T10:03:36Z,10.0.1.150,user17@example.com,http://api.example.com/download,Blocked,404,512
2026-01-29T10:03:37Z,10.0.9.182,user18@example.com,http://example.com/api/v1/items,Blocked,403,512
2026-01-29T10:03:38Z,10.0.8.24,user19@example.com,http://auth.example.com/download,Blocked,403,2048
2026-01-29T10:03:39Z,10.0.2.244,user20@example.com,http://api.example.com/download,Allowed,200,1024
2026-01-29T10:03:40Z,10.0.2.40,user21@example.com,http://example.com/api/v1/items,Blocked,502,128
2026-01-29T10:03:41Z,10.0.5.225,user22@example.com,http://files.example.com/admin,Allowed,200,512
2026-01-29T10:03:42Z,10.0.2.213,user23@example.com,http://files.example.com/admin,Allowed,200,8192
2026-01-29T10:03:43Z,10.0.5.174,user24@example.com,http://api.example.com/billing,Blocked,500,1024
2026-01-29T10:03:44Z,10.0.8.62,user25@example.com,http://cdn.example.com/billing,Blocked,403,16384
2026-01-29T10:03:45Z,10.0.7.197,user26@example.com,http://cdn.example.com/settings,Allowed,200,1024
2026-01-29T10:03:46Z,10.0.9.36,user27@example.com,http://cdn.example.com/login,Blocked,403,256
2026-01-29T10:03:47Z,10.0.8.218,user28@example.com,http://example.com/api/v1/items,Allowed,200,2048
2026-01-29T10:03:48Z,10.0.7.232,user29@example.com,http://files.example.com/admin,Allowed,200,1024
2026-01-29T10:03:49Z,10.0.7.227,user30@example.com,http://cdn.example.com/login,Allowed,200,8192
2026-01-29T10:03:50Z,10.0.8.96,user31@example.com,http://api.example.com/settings,Blocked,403,1024
2026-01-29T10:03:51Z,10.0.0.82,user32@example.com,http://example.com/download,Allowed,200,128
2026-01-29T10:03:52Z,10.0.4.235,user33@example.com,http://auth.example.com/admin,Blocked,500,128
2026-01-29T10:03:53Z,10.0.1.5,user34@example.com,http://cdn.example.com/report,Blocked,502,8192
2026-01-29T10:03:54Z,10.0.1.199,user35@example.com,http://cdn.example.com/report,Allowed,200,128
2026-01-29T10:03:55Z,10.0.3.108,user36@example.com,http://files.example.com/billing,Allowed,200,16384
2026-01-29T10:03:56Z,10.0.9.138,user37@example.com,http://example.com/report,Blocked,401,8192
2026-01-29T10:03:57Z,10.0.0.158,user38@example.com,http://cdn.example.com/report,Allowed,200,256
2026-01-29T10:03:58Z,10.0.8.250,user39@example.com,http://cdn.example.com/home,Blocked,404,16384
2026-01-29T10:03:59Z,10.0.0.163,user40@example.com,http://auth.example.com/download,Allowed,200,4096
2026-01-29T10:04:00Z,10.0.1.89,user41@example.com,http://api.example.com/home,Allowed,200,128
2026-01-29T10:04:01Z,10.0.5.140,user42@example.com,http://cdn.example.com/admin,Blocked,500,512
2026-01-29T10:04:02Z,10.0.2.17,user43@example.com,http://auth.example.com/login,Allowed,200,128
2026-01-29T10:04:03Z,10.0.3.227,user44@example.com,http://example.com/download,Blocked,502,8192
2026-01-29T10:04:04Z,10.0.8.122,user45@example.com,http://cdn.example.com/login,Blocked,401,4096
2026-01-29T10:04:05Z,10.0.0.222,user46@example.com,http://cdn.example.com/api/v1/items,Blocked,403,8192
2026-01-29T10:04:06Z,10.0.6.191,user47@example.com,http://auth.example.com/settings,Allowed,200,16384
2026-01-29T10:04:07Z,10.0.7.95,user48@example.com,http://files.example.com/api/v1/items,Blocked,404,256
2026-01-29T10:04:08Z,10.0.6.155,user49@example.com,http://api.example.com/api/v1/items,Allowed,200,256
2026-01-29T10:04:09Z,10.0.5.170,user50@example.com,http://cdn.example.com/api/v1/items,Blocked,404,512
2026-01-29T10:04:10Z,10.0.7.90,user1@example.com,http://auth.example.com/login,Blocked,404,2048
2026-01-29T10:04:11Z,10.0.0.20,user2@example.com,http://auth.example.com/download,Allowed,200,512
2026-01-29T10:04:12Z,10.0.9.174,user3@example.com,http://auth.example.com/login,Allowed,200,1024
2026-01-29T10:04:13Z,10.0.5.93,user4@example.com,http://auth.example.com/login,Blocked,500,4096
2026-01-29T10:04:14Z,10.0.5.114,user5@example.com,http://example.com/admin,Blocked,404,4096
2026-01-29T10:04:15Z,10.0.4.64,user6@example.com,http://example.com/login,Blocked,500,8192
2026-01-29T10:04:16Z,10.0.8.31,user7@example.com,http://cdn.example.com/api/v1/items,Allowed,200,2048
2026-01-29T10:04:17Z,10.0.7.52,user8@example.com,http://example.com/admin,Blocked,500,512
2026-01-29T10:04:18Z,10.0.7.23,user9@example.com,http://cdn.example.com/download,Blocked,502,2048
2026-01-29T10:04:19Z,10.0.4.218,user10@example.com,http://api.example.com/admin,Blocked,502,1024
2026-01-29T10:04:20Z,10.0.1.253,user11@example.com,http://api.example.com/admin,Blocked,500,128
2026-01-29T10:04:21Z,10.0.5.142,user12@example.com,http://files.example.com/download,Blocked,502,512
2026-01-29T10:04:22Z,10.0.9.227,user13@example.com,http://example.com/home,Blocked,404,16384
2026-01-29T10:04:23Z,10.0.8.106,user14@example.com,http://auth.example.com/home,Blocked,403,256
2026-01-29T10:04:24Z,10.0.7.120,user15@example.com,http://files.example.com/download,Blocked,502,512
2026-01-29T10:04:25Z,10.0.2.111,user16@example.com,http://files.example.com/login,Blocked,502,512
2026-01-29T10:04:26Z,10.0.4.43,user17@example.com,http://api.example.com/download,Blocked,403,2048
2026-01-29T10:04:27Z,10.0.1.65,user18@example.com,http://api.example.com/api/v1/items,Blocked,401,256
2026-01-29T10:04:28Z,10.0.8.165,user19@example.com,http://api.example.com/admin,Blocked,403,128
2026-01-29T10:04:29Z,10.0.0.21,user20@example.com,http://example.com/api/v1/items,Blocked,404,128
2026-01-29T10:04:30Z,10.0.7.228,user21@example.com,http://files.example.com/api/v1/items,Blocked,500,1024
2026-01-29T10:04:31Z,10.0.6.77,user22@example.com,http://auth.example.com/home,Allowed,200,16384
2026-01-29T10:04:32Z,10.0.6.124,user23@example.com,http://auth.example.com/report,Allowed,200,4096
